STAT_ID	DATE	Julian	coli.	TIDE	temp	Rain
6	07/29/92	33814	665	9	23.5	0.05
6	07/30/92	33815	1350	9	22.7	0.05
6	07/31/92	33816	2300	9	23.1	0.432897216
6	06/14/93	34134	150	9	22.3	0
6	06/16/93	34136	485	9	22.6	0.03
6	06/18/93	34138	360	9	23.6	0
6	06/19/93	34139	18400	9	24.5	0.56
6	06/21/93	34141	600	9	23.4	0.574456265
6	06/24/93	34144	405	9	22.8	0
6	06/25/93	34145	460	9	25	0
6	06/28/93	34148	515	9	25	0.070710678
6	06/29/93	34149	1155	9	25	0.081240384
6	06/30/93	34150	565	9	25.9	0.080622577
6	07/02/93	34152	135	9	24.8	0
6	06/21/94	34506	315	9	25.5	0.09
6	06/22/94	34507	270	9	24.3	0.09
6	06/23/94	34508	115	9	24.5	0.09
6	06/24/94	34509	320	9	23.8	0.01
6	06/25/94	34510	355	9	23	0.11045361
6	06/29/94	34514	175	9	24	0.27
6	06/30/94	34515	375	9	24	0.27
6	07/01/94	34516	575	9	24.8	0.27
6	07/02/94	34517	445	9	24.5	0
6	07/05/94	34520	140	9	25.5	0
6	07/07/94	34522	145	9	27.5	0.06
6	07/08/94	34523	125	9	27.5	0.06
6	07/09/94	34524	5900	9	26.7	0.06
6	06/12/95	34862	1200	9	21.1	0.245153013
6	06/12/95	34862	780	9	21.1	0.245153013
6	06/13/95	34863	535	9		0.310161248
6	06/14/95	34864	160	9	20.2	0.319061123
6	06/15/95	34865	920	9	19.9	0.214009346
6	06/16/95	34866	3800	9	19.7	0.098488578
6	06/20/95	34870	1800	9	25	0
6	06/21/95	34871	530	9	24	0
6	06/22/95	34872	340	9		0
6	06/23/95	34873	785	9	24	0
6	06/24/95	34874	490	9	24.2	0
6	06/25/95	34875	1040	9	24.8	0.06
6	06/26/95	34876	3200	9	25.6	0.06
6	06/27/95	34877	900	9	24.2	0.06
6	06/27/95	34877	1250	9	24.2	0.06
6	06/28/95	34878	1550	9	23.4	0
6	06/29/95	34879	575	9	24	0
6	06/30/95	34880	4400	9	23.6	0
6	07/01/95	34881	910	9	22.8	0.09
6	07/02/95	34882	350	9	23.6	0.09
6	07/06/95	34886	400	9	24.2	0
6	07/07/95	34887	45	9	24.5	0
6	07/08/95	34888	25	9	24	0.26
6	07/09/95	34889	95	9	23.7	0.26
6	07/08/96	35254	570	24.5	0	
6	07/09/96	35255	4000		25.1	0.12
6	07/11/96	35257	1030		24.3	0.12
6	07/12/96	35258	1490	0		
6	07/14/96	35260	6200		21.8	3.36
6	07/15/96	35261	2000	23.5		3.36
6	07/16/96	35262	1350		24.3	0.01
6	07/17/96	35263	1350		25.2	0.01
6	07/17/96	35263	1450		25.2	0.01
6	07/18/96	35264	1500	25.5		0.01
6	07/19/96	35265	1610			0.08
6	07/21/96	35267	940		22.8	0.08
6	07/22/96	35268	1070		23.8	0
6	07/23/96	35269	390		23.1	0.76
6	07/24/96	35270	1150		22.3	0.76
6	07/25/96	35271	280	22.5		0.76
6	07/26/96	35272	3450		22.3	0.11
6	07/27/96	35273	525		22.7	0.11
6	07/29/96	35275	1070		23.8	0
6	07/30/96	35276	780	23.5	0	
6	07/31/96	35277	375		23.1	0.31
6	08/01/96	35278	2200		22.4	0.3114
6	08/01/96	35278	1700		22.4	0.3114
6	08/02/96	35279	2650		21.9	0.3114
6	08/03/96	35280	290		22.7	0.03
7	06/07/89	32666	525	9	22	0.389101529
7	06/08/89	32667	12500	9	19	0.49132474
7	06/13/89	32672	400	9		0.15
7	06/14/89	32673	1020	9		0.15
7	06/15/89	32674	985	9	19	0.755049667
7	06/19/89	32678	1380	9	21	0.08
7	06/20/89	32679	680	9	22	0.08
7	06/21/89	32680	955	9	19	0
7	06/22/89	32681	8000	9	26	0
7	06/26/89	32685	200	9	27	0
7	07/09/90	33063	393	9	23.5	0.02
7	07/10/90	33064	365	9	24.5	0.02
7	07/11/90	33065	700	9	24.5	0.02
7	07/12/90	33066	433	9	23.4	0.68
7	07/13/90	33067	3650	9	23	0.69050706
7	07/14/90	33068	540	9	26.6	0.69050706
7	07/16/90	33070	958	9	24	0
7	07/17/90	33071	1150	9	24.8	0
7	07/18/90	33072	640	9	25.6	0
7	07/19/90	33073	213	9	25.4	0
7	07/20/90	33074	125	9	26.2	0.29
7	07/21/90	33075	80	9	26.7	0.29
7	07/23/90	33077	95	9	27.1	0.02
7	07/24/90	33078	225	9	26.5	0.790253124
7	07/25/90	33079	78500	9	25.8	2.076174366
7	07/26/90	33080	18850	9	24.2	2.076174366
7	07/26/90	33080	22100	9	24.2	2.076174366
7	07/27/90	33081	2150	9	25.2	1.92
7	07/28/90	33082	475	9	25.1	0.01
7	07/31/90	33085	515	9	25	0
7	10/22/90	33168	440	9	14.3	0
7	10/23/90	33169	5200	9	14.4	0.68
7	10/24/90	33170	3850	9	14.3	0.920217366
7	10/25/90	33171	1475	9	14.2	0.920217366
7	10/30/90	33176	1700	9	9.4	0.33
7	10/31/90	33177	848	9	8.7	0
7	11/01/90	33178	968	9	8.9	0
7	11/05/90	33182	528	9	10.2	0
7	11/06/90	33183	2450	9	10.8	0.57
7	11/07/90	33184	150	9	9.8	0.57
7	11/08/90	33185	4125	9	9.6	0.570788928
7	09/03/91	33484	1685	9	22.3	0
7	09/04/91	33485	1425	9	22.1	0
7	09/05/91	33486	950	9	22.2	0.89
7	09/06/91	33487	5400	9	21.7	0.89
7	09/09/91	33490	855	9	23.4	0
7	09/10/91	33491	775	9	22.5	0
7	09/11/91	33492	755	9	22.2	0
7	09/12/91	33493	455	9	22	0
7	09/13/91	33494	720	9	21.4	0
7	09/16/91	33497	2650	9	21	0.13
7	09/17/91	33498	2950	9	21.5	0.12
7	09/17/91	33498	2750	9	21.5	0.12
7	09/18/91	33499	1670	9	22.5	0
7	09/19/91	33500	1280	9	23	0.77
7	09/20/91	33501	9200	9	21	1.027277957
8	06/06/89	32665	1355	9	21	0.17
8	06/07/89	32666	1485	9	21	0.389101529
8	06/08/89	32667	2295	9	20	0.49132474
8	06/13/89	32672	645	9		0.15
8	06/14/89	32673	200	9		0.15
8	06/15/89	32674	1095	9	15	0.755049667
8	06/19/89	32678	765	9	21	0.08
8	06/20/89	32679	560	9	23	0.08
8	06/21/89	32680	980	24	0	
8	06/21/89	32680	875	9	24	0
8	06/22/89	32681	8600	9	26	0
8	06/26/89	32685	800	9	26	0
8	06/26/89	32685	100	9	26	0
8	06/27/89	32686	1145	9	28	0
8	07/09/90	33063	163	9	24	0.02
8	07/10/90	33064	2075	9	24.8	0.02
8	07/11/90	33065	795	9	23.8	0.02
8	07/12/90	33066	675	9	23.5	0.68
8	07/13/90	33067	10600	9	23.1	0.69050706
8	07/14/90	33068	930	9	25	0.69050706
8	07/16/90	33070	473	9	24	0
8	07/17/90	33071	1900	9	24.9	0
8	07/18/90	33072	515	9	25.9	0
8	07/19/90	33073	175	9	25.9	0
8	07/20/90	33074	230	9	26.8	0.29
8	07/23/90	33077	133	9	27	0.02
8	07/24/90	33078	118	9	25	0.790253124
8	07/25/90	33079	69300	9	25.4	2.076174366
8	07/26/90	33080	26850	9	25	2.076174366
8	07/27/90	33081	2050	9	25	1.92
8	07/28/90	33082	590	9	24.8	0.01
8	07/31/90	33085	775	9	25.1	0
8	10/22/90	33168	2100	9	14.5	0
8	10/23/90	33169	1925	9	14.7	0.68
8	10/24/90	33170	10875	9	14.4	0.920217366
8	10/25/90	33171	1825	9	14.3	0.920217366
8	10/30/90	33176	1625	9	10.1	0.33
8	10/31/90	33177	6850	9	9.1	0
8	11/01/90	33178	1475	9	10.4	0
8	11/05/90	33182	58	9	11.6	0
8	11/06/90	33183	8800	9	11	0.57
8	11/07/90	33184	258	9	10.1	0.57
8	11/08/90	33185	1775	9	9.4	0.570788928
8	09/03/91	33484	150	9	22.9	0
8	09/04/91	33485	1495	9	22.8	0
8	09/05/91	33486	150	9	22.1	0.89
8	09/06/91	33487	2127	9	22.2	0.89
8	09/09/91	33490	1030	9	24.9	0
8	09/10/91	33491	850	9	22.3	0
8	09/11/91	33492	520	9	22.3	0
8	09/12/91	33493	735	9	21.8	0
8	09/13/91	33494	295	9	22	0
8	09/16/91	33497	550	9	21.2	0.13
8	09/17/91	33498	3000	9	22.1	0.12
8	09/18/91	33499	1220	9	22.8	0
8	09/19/91	33500	1545	9	22.9	0.77
8	09/20/91	33501	8400	9	21.7	1.027277957
8	07/06/92	33791	325	9	22.1	0.354682957
8	07/07/92	33792	650	9	22.9	0.23
8	07/08/92	33793	610	9	23.4	0.23
8	07/09/92	33794	360	9	22.5	0.47
8	07/10/92	33795	4850	9	22.5	0.47
8	07/13/92	33798	1080	9	23.4	0.18
8	07/14/92	33799	1145	9	23.2	0.2
8	07/15/92	33800	3100	9	22.8	0.447213595
8	07/17/92	33802	1095	9	23.1	0.40012498
8	07/18/92	33803	675	9	24	0.014142136
8	07/20/92	33805	360	9	26	0.01
8	07/21/92	33806	500	9	25.4	0
8	07/22/92	33807	705	9	24.8	0
8	07/23/92	33808	865	9	24.1	0.37
8	07/24/92	33809	350	9	23.8	0.37
8	07/25/92	33810	90	9	25.1	0.37
8	07/27/92	33812	210	9	23.3	0
8	07/28/92	33813	645	9	23.4	0
8	07/29/92	33814	1175	9	23.6	0.05
8	07/30/92	33815	1270	9	23	0.05
8	07/31/92	33816	1950	9	23.2	0.432897216
8	06/14/93	34134	100	9	21.3	0
8	06/16/93	34136	90	9	21.7	0.03
8	06/18/93	34138	405	9	23.2	0
8	06/19/93	34139	550	9	23.5	0.56
8	06/21/93	34141	1135	9	22.8	0.574456265
8	06/23/93	34143	1110	9	22.4	0.08
8	06/24/93	34144	355	9	22.7	0
8	06/25/93	34145	760	9	23.1	0
8	06/26/93	34146	125	9	22.8	0
8	06/28/93	34148	115	9	24.3	0.070710678
8	06/29/93	34149	205	9	24.6	0.081240384
8	06/30/93	34150	15	9	25.4	0.080622577
8	07/02/93	34152	100	9	24.2	0
8	06/21/94	34506	110	9	25.3	0.09
8	06/22/94	34507	280	9	24.2	0.09
8	06/23/94	34508	385	9	24.2	0.09
8	06/24/94	34509	355	9	23.5	0.01
8	06/25/94	34510	295	9	22.7	0.11045361
8	06/28/94	34513	445	9	23.8	0
8	06/29/94	34514	180	9	24.1	0.27
8	06/30/94	34515	320	9	23.8	0.27
8	07/01/94	34516	325	9	24.5	0.27
8	07/02/94	34517	270	9	24.6	0
8	07/05/94	34520	130	9	25.1	0
8	07/07/94	34522	30	9	27.4	0.06
8	07/08/94	34523	175	9	27.4	0.06
8	07/09/94	34524	190	9	26.4	0.06
8	06/12/95	34862	485	9	21.1	0.245153013
8	06/13/95	34863	250	9		0.310161248
8	06/14/95	34864	1010	9	20.4	0.319061123
8	06/15/95	34865	680	9	20.1	0.214009346
8	06/16/95	34866	275	9	20.1	0.098488578
8	06/20/95	34870	715	9	23.8	0
8	06/21/95	34871	415	9	23.6	0
8	06/23/95	34873	115	9	22.8	0
8	06/24/95	34874	180	9	24	0
8	06/24/95	34874	140	9	24	0
8	06/24/95	34874	75	9	24	0
8	06/24/95	34874	75	9	24	0
8	06/25/95	34875	20	9	24.7	0.06
8	06/25/95	34875	20	9	24.7	0.06
8	06/26/95	34876	80	9	24.5	0.06
8	06/27/95	34877	20	9	23.6	0.06
8	06/28/95	34878	35	9	23	0
8	06/29/95	34879	50	9	23.4	0
8	06/30/95	34880	10	9	23.6	0
8	07/01/95	34881	20	9	23.3	0.09
8	07/02/95	34882	45	9	23.6	0.09
8	07/06/95	34886	60	9	24.1	0
8	07/07/95	34887	20	9	24.5	0
8	07/07/95	34887	5	9	24.5	0
8	07/08/95	34888	15	9	24.7	0.26
8	07/09/95	34889	1350	9	24	0.26
8	07/08/96	35254	30		23.6	0
8	07/08/96	35254	40		23.6	0
8	07/09/96	35255	65		24.2	0.12
8	07/11/96	35257	155	24.5		0.12
8	07/12/96	35258	310	0		
8	07/12/96	35258	70	0		
8	07/14/96	35260	17600		22.6	3.36
8	07/15/96	35261	5350		23.1	3.36
8	07/16/96	35262	150		23.8	0.01
8	07/17/96	35263	115		24.8	0.01
8	07/18/96	35264	190	25		0.01
8	07/19/96	35265	345		24.7	0.08
8	07/21/96	35267	160		22.8	0.08
8	07/21/96	35267	95		22.8	0.08
8	07/22/96	35268	60		23.8	0
8	07/23/96	35269	35		23.1	0.76
8	07/24/96	35270	350		22.2	0.76
8	07/25/96	35271	355	22.5		0.76
8	07/26/96	35272	205		22.6	0.11
8	07/27/96	35273	180		22.6	0.11
8	07/29/96	35275	435		23.7	0
8	07/30/96	35276	350	23.5	0	
8	07/31/96	35277	160		23.1	0.31
8	08/01/96	35278	50	22.5		0.3114
8	08/02/96	35279	105		22.1	0.3114
8	08/03/96	35280	75		22.7	0.03
9	06/06/89	32665	205	9	21	0.17
9	06/07/89	32666	575	9	21	0.389101529
9	06/08/89	32667	1225	9	20	0.49132474
9	06/13/89	32672	445	9		0.15
9	06/14/89	32673	375	9		0.15
9	06/15/89	32674	810	9	19	0.755049667
9	06/19/89	32678	295	9	20	0.08
9	06/20/89	32679	490	9	22	0.08
9	06/21/89	32680	655	9	24	0
9	06/22/89	32681	4550	9	26	0
9	06/26/89	32685	250	9	25.3	0
9	06/26/89	32685	150	9	25.3	0
9	06/26/89	32685	450	9	25.3	0
9	06/27/89	32686	540	9	26	0
9	06/27/89	32686	400	9	26	0
9	06/27/89	32686	705	9	26	0
9	07/19/89	32708	1300	9		1.12
9	08/08/89	32728	11250	9		0.398120585
9	08/25/89	32745	2125	9		0.05
9	07/09/90	33063	50	9	24	0.02
9	07/10/90	33064	188	9	24.3	0.02
9	07/11/90	33065	578	9	24.6	0.02
9	07/12/90	33066	310	9	23.2	0.68
9	07/13/90	33067	1850	9	22.1	0.69050706
9	07/14/90	33068	970	9	25.8	0.69050706
9	07/16/90	33070	323	9	24.5	0
9	07/17/90	33071	253	9	25.1	0
9	07/18/90	33072	528	9	26.1	0
9	07/19/90	33073	58	9	26.6	0
9	07/20/90	33074	13	9	27.3	0.29
9	07/21/90	33075	10	9	28.3	0.29
9	07/23/90	33077	90	9	26.9	0.02
9	07/24/90	33078	20	9	26.9	0.790253124
9	07/25/90	33079	3200	9	25.8	2.076174366
9	07/26/90	33080	24000	9	24.8	2.076174366
9	07/27/90	33081	2150	9	24.6	1.92
9	07/28/90	33082	505	9	24.7	0.01
9	07/31/90	33085	595	9	24.9	0
9	10/22/90	33168	690	9	14.8	0
9	10/23/90	33169	8550	9	14.9	0.68
9	10/24/90	33170	4425	9	14.9	0.920217366
9	10/25/90	33171	2775	9	14.3	0.920217366
9	10/30/90	33176	1475	9	9.8	0.33
9	10/31/90	33177	1230	9	9.7	0
9	11/01/90	33178	1450	9	9.7	0
9	11/05/90	33182	2350	9	10.5	0
9	11/06/90	33183	2525	9	10.3	0.57
9	11/07/90	33184	345	9	9.8	0.57
9	11/08/90	33185	2475	9	9.6	0.570788928
9	09/03/91	33484	80	9	22.8	0
9	09/04/91	33485	70	9	22.4	0
9	09/05/91	33486	150	9	22	0.89
9	09/06/91	33487	440	9	21.9	0.89
9	09/09/91	33490	655	9	23	0
9	09/10/91	33491	890	9	22.3	0
9	09/11/91	33492	490	9	22	0
9	09/12/91	33493	320	9	22	0
9	09/13/91	33494	170	9	22.3	0
9	09/16/91	33497	390	9	21.6	0.13
9	09/17/91	33498	845	9	22	0.12
9	09/18/91	33499	995	9	22.7	0
9	09/19/91	33500	940	9	22.9	0.77
9	09/20/91	33501	535	9	21.4	1.027277957
9	08/13/96	35290	50	9		0.28
9	08/16/96	35293	90	9		0
9	08/17/96	35294	20	9		0
9	08/18/96	35295	10	9		0
9	08/19/96	35296	20	9		0
9	08/20/96	35297	70	9		0
9	08/23/96	35300	30	9		0.08
9	08/24/96	35301	10	9		0.3883
9	08/25/96	35302	110	9		0.3883
9	08/26/96	35303	50	9		0.38
9	08/27/96	35304	30	9		0
9	08/30/96	35307	70	9		0.28
9	08/31/96	35308	40	9		0
9	09/01/96	35309	10	9		0.01
10	06/05/89	32664	310	9	24	0
10	06/06/89	32665	670	9	22	0.17
10	06/07/89	32666	195	9	21	0.389101529
10	06/08/89	32667	255	9	20	0.49132474
10	06/13/89	32672	195	9		0.15
10	06/14/89	32673	285	9		0.15
10	06/15/89	32674	710	9	19	0.755049667
10	06/19/89	32678	485	9	21	0.08
10	06/20/89	32679	390	9	22	0.08
10	06/21/89	32680	50	9	26	0
10	06/22/89	32681	2600	9	25	0
10	07/09/90	33063	28	9	24.1	0.02
10	07/10/90	33064	53	9	25	0.02
10	07/11/90	33065	288	9	24.7	0.02
10	07/12/90	33066	223	9	23.9	0.68
10	07/13/90	33067	875	9	22.1	0.69050706
10	07/14/90	33068	533	9	23.7	0.69050706
10	07/16/90	33070	180	9	25	0
10	07/17/90	33071	110	9	25.9	0
10	07/18/90	33072	223	9	26.2	0
10	07/19/90	33073	28	9	26.8	0
10	07/20/90	33074	10	9	27.4	0.29
10	07/21/90	33075	8	9	26.9	0.29
10	07/23/90	33077	200	9	26.9	0.02
10	07/24/90	33078	18	9	27.3	0.790253124
10	07/25/90	33079	420	9	25.9	2.076174366
10	07/26/90	33080	17800	9	25.2	2.076174366
10	07/27/90	33081	1800	9	24.9	1.92
10	07/28/90	33082	530	9	24.8	0.01
10	07/31/90	33085	620	9	24.7	0
10	10/22/90	33168	900	9	14.5	0
10	10/23/90	33169	663	9	15	0.68
10	10/24/90	33170	1000	9	14.5	0.920217366
10	10/25/90	33171	1175	9	14.5	0.920217366
10	10/30/90	33176	1250	9	10.4	0.33
10	10/31/90	33177	923	9	9.7	0
10	11/01/90	33178	850	9	10.3	0
10	11/05/90	33182	1283	9	10.6	0
10	11/06/90	33183	1050	9	10.2	0.57
10	11/07/90	33184	303	9	9.9	0.57
10	11/08/90	33185	2500	9	9.5	0.570788928
10	09/03/91	33484	60	9	23.3	0
10	09/04/91	33485	25	9	23	0
10	09/05/91	33486	50	9	24.1	0.89
10	09/06/91	33487	120	9	22.4	0.89
10	09/09/91	33490	395	9	22.5	0
10	09/10/91	33491	410	9	22.3	0
10	09/11/91	33492	235	9	22.7	0
10	09/12/91	33493	85	9	21.9	0
10	09/13/91	33494	50	9	22.3	0
10	09/16/91	33497	195	9	21.4	0.13
10	09/17/91	33498	655	9	22.5	0.12
10	09/18/91	33499	465	9	23	0
10	09/19/91	33500	665	9	22.6	0.77
10	09/20/91	33501	445	9	21.7	1.027277957
